age,marital,education,default,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome,y
33,married,tertiary,no,595,no,no,cellular,22,2,-1,0,unknown,no
30,single,tertiary,no,19358,no,no,cellular,258,2,-1,0,unknown,no
31,single,secondary,no,203,no,yes,cellular,177,1,-1,0,unknown,no
28,single,tertiary,no,183,yes,yes,unknown,62,2,-1,0,unknown,no
26,single,secondary,no,255,no,no,cellular,457,1,80,1,success,yes
31,single,secondary,no,102,yes,no,telephone,460,2,345,2,failure,no
50,divorced,primary,no,94,yes,no,cellular,184,4,-1,0,unknown,no
45,married,primary,no,58,yes,no,telephone,119,3,371,3,failure,no
48,married,primary,no,606,no,no,cellular,77,6,-1,0,unknown,no
41,married,secondary,no,0,no,yes,cellular,107,1,-1,0,unknown,no
60,married,primary,no,65,yes,no,unknown,1028,2,-1,0,unknown,yes
41,married,secondary,no,338,yes,no,unknown,87,1,-1,0,unknown,no
43,married,primary,no,757,yes,no,unknown,315,4,-1,0,unknown,no
36,married,tertiary,no,9269,yes,yes,cellular,107,2,-1,0,unknown,no
40,married,primary,no,1206,no,yes,telephone,201,5,-1,0,unknown,no
28,single,tertiary,no,882,no,yes,cellular,94,1,205,2,failure,no
27,single,tertiary,no,5291,no,no,cellular,192,2,92,2,failure,yes
49,single,secondary,no,61,yes,no,cellular,185,2,246,1,failure,no
37,married,tertiary,no,0,yes,no,cellular,77,1,-1,0,unknown,no
31,married,secondary,no,1407,yes,no,cellular,142,3,-1,0,unknown,no
31,single,secondary,yes,25,no,no,cellular,381,1,-1,0,unknown,no
31,married,secondary,no,1354,yes,yes,cellular,222,2,-1,0,unknown,no
35,married,primary,no,793,yes,no,cellular,106,1,-1,0,unknown,no
51,divorced,unknown,no,10287,yes,no,unknown,117,1,-1,0,unknown,no
33,single,secondary,no,5235,no,no,cellular,67,3,-1,0,unknown,no
30,single,tertiary,no,3,yes,no,cellular,45,2,169,2,failure,no
58,single,secondary,no,409,no,yes,cellular,643,2,-1,0,unknown,no
34,married,tertiary,no,35,yes,no,cellular,76,1,69,2,failure,no
45,married,tertiary,no,-459,no,no,cellular,508,6,-1,0,unknown,no
28,single,secondary,no,198,no,no,cellular,128,2,-1,0,unknown,yes
31,married,primary,no,99,yes,no,cellular,193,2,322,1,other,no
40,married,tertiary,no,60,no,no,unknown,172,6,-1,0,unknown,no
30,single,secondary,no,3485,no,no,cellular,142,2,-1,0,unknown,no
34,married,secondary,no,-139,yes,yes,unknown,492,2,-1,0,unknown,no
40,married,secondary,no,952,no,yes,unknown,140,1,-1,0,unknown,no
59,married,primary,no,1427,no,no,unknown,140,2,-1,0,unknown,no
43,single,tertiary,no,1017,yes,no,unknown,257,2,-1,0,unknown,no
41,married,tertiary,no,-29,no,no,cellular,41,2,266,2,failure,no
33,divorced,secondary,no,9,no,no,cellular,91,2,-1,0,unknown,no
33,married,secondary,no,4040,yes,no,cellular,132,2,-1,0,unknown,no
36,married,secondary,no,13,no,no,unknown,284,1,-1,0,unknown,no
32,single,secondary,no,1259,no,no,cellular,184,2,-1,0,unknown,no
25,married,secondary,no,18,yes,no,cellular,225,1,-1,0,unknown,no
25,married,secondary,no,-76,yes,no,unknown,241,3,-1,0,unknown,no
38,single,tertiary,no,221,no,no,cellular,79,3,-1,0,unknown,no
34,married,tertiary,no,136,yes,no,cellular,156,1,-1,0,unknown,no
67,married,secondary,no,16353,no,no,cellular,223,2,-1,0,unknown,no
32,married,secondary,no,-63,yes,no,unknown,198,1,-1,0,unknown,no
45,married,primary,no,7353,no,no,cellular,536,2,-1,0,unknown,no
33,married,primary,no,511,yes,no,unknown,304,2,-1,0,unknown,no
38,married,primary,no,3913,yes,no,cellular,196,2,315,2,failure,no
32,divorced,secondary,no,1097,yes,no,unknown,298,2,-1,0,unknown,no
54,divorced,tertiary,no,6102,yes,yes,unknown,86,6,-1,0,unknown,no
51,divorced,secondary,no,340,yes,no,unknown,186,1,-1,0,unknown,no
42,married,primary,no,-119,yes,no,cellular,167,3,-1,0,unknown,no
41,married,secondary,no,2993,yes,no,cellular,24,12,-1,0,unknown,no
39,divorced,tertiary,no,3575,no,yes,cellular,74,3,-1,0,unknown,no
38,married,secondary,no,361,yes,no,unknown,601,1,-1,0,unknown,no
39,married,secondary,no,1072,yes,no,unknown,1168,2,-1,0,unknown,no
46,married,primary,no,2904,no,no,cellular,277,2,-1,0,unknown,no
50,divorced,tertiary,no,1790,no,yes,cellular,748,3,-1,0,unknown,no
33,married,secondary,no,86,yes,no,unknown,364,1,-1,0,unknown,no
37,married,secondary,no,1633,yes,no,unknown,229,3,-1,0,unknown,no
31,married,tertiary,no,8312,no,no,cellular,43,13,-1,0,unknown,no
34,divorced,unknown,no,172,no,no,cellular,177,1,-1,0,unknown,yes
34,married,tertiary,no,0,yes,no,cellular,262,1,99,2,success,yes
36,married,tertiary,no,222,yes,no,cellular,317,1,169,2,failure,no
40,married,secondary,no,109,no,no,unknown,402,22,-1,0,unknown,no
40,married,secondary,no,1451,no,no,cellular,314,1,-1,0,unknown,yes
41,married,secondary,no,1066,no,no,cellular,109,3,-1,0,unknown,yes
52,married,tertiary,no,3163,no,no,cellular,56,6,-1,0,unknown,no
40,single,secondary,no,888,yes,no,unknown,169,2,-1,0,unknown,no
48,single,unknown,no,428,yes,no,cellular,127,1,-1,0,unknown,no
33,divorced,secondary,no,106,no,no,cellular,175,3,-1,0,unknown,no
44,divorced,secondary,no,0,no,no,cellular,56,2,-1,0,unknown,no
55,married,tertiary,no,979,no,yes,cellular,123,1,-1,0,unknown,no
51,married,secondary,no,2662,no,no,telephone,148,2,-1,0,unknown,no
34,single,tertiary,no,84,no,no,cellular,231,1,-1,0,unknown,no
58,divorced,unknown,no,5920,yes,no,cellular,255,1,-1,0,unknown,no
39,single,tertiary,no,816,yes,no,cellular,37,3,-1,0,unknown,no
27,single,secondary,no,3276,no,no,cellular,106,1,110,2,other,no
55,divorced,unknown,no,2,yes,no,unknown,95,1,-1,0,unknown,no
35,single,secondary,no,-51,no,no,unknown,134,2,-1,0,unknown,no
37,single,tertiary,no,3315,yes,no,cellular,820,2,-1,0,unknown,no
52,married,secondary,no,196,yes,yes,cellular,116,1,273,3,failure,no
41,married,secondary,no,552,yes,no,cellular,463,1,-1,0,unknown,no
52,married,secondary,no,2347,no,yes,cellular,603,3,-1,0,unknown,no
34,single,secondary,no,3723,yes,no,unknown,47,5,-1,0,unknown,no
53,divorced,primary,no,255,no,no,cellular,126,1,-1,0,unknown,no
33,single,tertiary,no,3143,no,no,cellular,421,2,-1,0,unknown,yes
47,married,secondary,no,0,no,no,unknown,174,8,-1,0,unknown,no
35,married,secondary,no,6411,yes,yes,cellular,144,1,266,2,failure,no
33,single,tertiary,no,1909,no,no,cellular,191,2,-1,0,unknown,no
55,married,primary,no,3873,no,no,telephone,222,1,-1,0,unknown,no
58,married,primary,no,1013,yes,no,cellular,206,1,461,1,failure,yes
44,married,secondary,no,262,yes,no,cellular,74,1,-1,0,unknown,no
25,single,secondary,no,3217,yes,no,unknown,24,1,-1,0,unknown,no
37,single,secondary,no,5436,yes,no,cellular,7,11,351,1,failure,no
41,married,primary,no,2067,yes,no,cellular,493,7,-1,0,unknown,no
34,single,secondary,no,215,no,no,cellular,350,3,-1,0,unknown,yes
36,divorced,secondary,no,1594,no,no,unknown,250,3,-1,0,unknown,no
44,married,tertiary,no,134,no,no,cellular,86,4,-1,0,unknown,no
34,divorced,tertiary,no,262,no,no,cellular,371,1,-1,0,unknown,no
56,divorced,primary,no,3021,no,no,unknown,419,2,-1,0,unknown,no
43,divorced,tertiary,no,388,yes,no,unknown,2087,2,-1,0,unknown,yes
28,single,secondary,no,3412,yes,no,cellular,22,4,-1,0,unknown,no
54,married,secondary,no,1291,yes,no,unknown,266,1,-1,0,unknown,no
37,divorced,secondary,no,79,no,no,cellular,191,1,-1,0,unknown,no
59,married,tertiary,no,2013,no,no,cellular,222,4,94,2,success,yes
58,divorced,secondary,no,543,no,yes,telephone,264,3,-1,0,unknown,no
56,divorced,tertiary,no,1016,yes,no,unknown,184,5,-1,0,unknown,no
32,single,secondary,no,604,no,yes,cellular,95,3,-1,0,unknown,no
42,single,tertiary,no,525,no,no,cellular,127,2,-1,0,unknown,no
52,divorced,primary,no,353,no,no,cellular,395,4,-1,0,unknown,no
46,married,tertiary,no,964,yes,no,cellular,174,1,-1,0,unknown,no
37,married,tertiary,no,3913,yes,no,cellular,124,1,-1,0,unknown,yes
39,married,primary,no,879,yes,no,unknown,102,2,-1,0,unknown,no
31,married,secondary,no,314,yes,no,cellular,279,1,-1,0,unknown,no
59,married,primary,no,0,no,no,cellular,76,11,-1,0,unknown,no
38,married,secondary,no,1370,yes,no,cellular,472,2,-1,0,unknown,no
58,married,secondary,no,37,no,no,cellular,84,11,-1,0,unknown,no
34,single,tertiary,no,673,yes,yes,cellular,271,1,184,1,failure,no
40,married,secondary,no,-342,yes,no,unknown,754,1,-1,0,unknown,no
20,single,secondary,no,291,no,no,telephone,172,5,371,5,failure,no
34,married,secondary,no,209,yes,yes,cellular,375,2,-1,0,unknown,no
31,single,tertiary,no,438,yes,no,cellular,130,2,-1,0,unknown,no
39,single,secondary,no,1242,yes,no,unknown,303,3,-1,0,unknown,no
34,married,tertiary,no,355,yes,no,unknown,261,1,-1,0,unknown,no
24,married,secondary,no,204,yes,yes,cellular,229,3,-1,0,unknown,no
41,married,tertiary,no,10758,yes,no,cellular,288,1,-1,0,unknown,no
40,married,tertiary,no,5,yes,no,cellular,219,3,-1,0,unknown,no
45,single,secondary,no,410,yes,no,unknown,891,4,-1,0,unknown,yes
36,married,tertiary,no,605,yes,no,unknown,204,1,-1,0,unknown,no
53,married,tertiary,no,4,no,no,unknown,19,6,-1,0,unknown,no
23,single,secondary,no,8494,no,no,cellular,158,2,-1,0,unknown,no
42,married,primary,no,198,yes,no,unknown,314,1,-1,0,unknown,no
48,married,secondary,no,841,yes,no,unknown,215,1,-1,0,unknown,no
34,married,tertiary,no,8,no,no,cellular,169,4,-1,0,unknown,no
36,married,secondary,no,470,yes,no,cellular,101,4,-1,0,unknown,no
43,married,secondary,no,520,yes,no,unknown,15,13,-1,0,unknown,no
36,married,secondary,no,439,yes,no,unknown,260,5,-1,0,unknown,no
49,married,secondary,no,-454,yes,no,cellular,558,1,-1,0,unknown,yes
55,married,secondary,no,466,no,no,unknown,287,4,-1,0,unknown,no
53,married,secondary,no,665,yes,no,cellular,371,2,-1,0,unknown,yes
42,married,secondary,no,994,yes,no,cellular,149,1,78,5,failure,yes
45,married,secondary,no,5346,yes,yes,unknown,187,1,-1,0,unknown,yes
31,married,secondary,no,1243,yes,no,unknown,32,1,-1,0,unknown,no
32,married,tertiary,no,0,yes,no,unknown,138,1,-1,0,unknown,no
36,married,secondary,no,2357,yes,no,unknown,228,2,-1,0,unknown,no
56,married,secondary,no,1044,no,no,telephone,353,2,-1,0,unknown,yes
46,married,secondary,no,1069,yes,no,unknown,45,2,-1,0,unknown,no
41,single,secondary,no,231,no,no,cellular,76,2,-1,0,unknown,no
31,married,secondary,no,0,yes,yes,unknown,144,2,-1,0,unknown,no
32,married,secondary,no,266,yes,no,cellular,168,2,-1,0,unknown,no
38,married,tertiary,no,-70,yes,no,cellular,140,1,2,3,other,no
49,single,primary,no,25824,no,no,unknown,94,1,-1,0,unknown,no
46,single,primary,no,538,no,no,unknown,118,3,-1,0,unknown,no
29,single,secondary,no,534,yes,no,cellular,382,1,-1,0,unknown,no
36,married,unknown,no,2323,no,no,cellular,111,1,-1,0,unknown,no
38,married,secondary,no,1852,yes,no,cellular,298,2,-1,0,unknown,no
53,married,secondary,no,2647,yes,no,unknown,121,1,-1,0,unknown,no
43,married,tertiary,no,2767,yes,no,unknown,317,7,-1,0,unknown,no
41,married,tertiary,no,176,yes,yes,unknown,42,1,-1,0,unknown,no
42,single,secondary,no,9720,no,no,cellular,81,2,-1,0,unknown,no
55,divorced,secondary,no,1613,yes,no,cellular,296,1,270,3,failure,yes
39,divorced,secondary,no,2903,yes,yes,telephone,259,2,-1,0,unknown,no
30,single,secondary,no,81,yes,no,cellular,121,6,112,3,other,no
41,married,secondary,no,780,yes,no,cellular,432,3,-1,0,unknown,no
44,married,tertiary,no,178,no,no,cellular,126,2,-1,0,unknown,no
58,married,tertiary,no,299,no,no,cellular,120,4,-1,0,unknown,no
35,married,primary,no,285,yes,no,cellular,136,1,-1,0,unknown,no
27,married,secondary,no,872,yes,no,cellular,1130,3,-1,0,unknown,no
34,married,secondary,no,1337,no,no,cellular,330,2,127,3,success,yes
25,married,secondary,no,72,yes,no,cellular,305,2,-1,0,unknown,no
36,married,secondary,no,0,no,no,unknown,332,3,-1,0,unknown,no
38,married,secondary,no,-388,yes,no,unknown,412,1,-1,0,unknown,no
30,married,secondary,no,11,yes,no,cellular,157,1,-1,0,unknown,no
47,divorced,secondary,yes,-535,yes,no,cellular,71,2,-1,0,unknown,no
41,divorced,secondary,no,787,yes,no,cellular,297,2,-1,0,unknown,no
36,single,tertiary,no,3343,no,no,cellular,307,1,-1,0,unknown,no
63,married,secondary,no,3904,no,no,telephone,250,2,187,2,success,yes
23,single,tertiary,no,736,yes,no,cellular,119,1,-1,0,unknown,no
32,married,tertiary,no,1390,no,no,cellular,116,2,-1,0,unknown,no
57,married,primary,no,808,no,no,telephone,274,1,-1,0,unknown,no
48,married,tertiary,no,1147,no,no,cellular,389,1,64,2,success,yes
49,married,secondary,no,1122,no,no,cellular,143,1,-1,0,unknown,no
50,married,secondary,no,-568,yes,yes,unknown,860,2,-1,0,unknown,no
33,married,primary,no,1165,yes,no,unknown,420,2,-1,0,unknown,no
53,divorced,secondary,no,-905,yes,no,unknown,213,1,-1,0,unknown,no
30,married,tertiary,no,0,yes,no,cellular,756,1,-1,0,unknown,no
38,married,secondary,no,740,no,no,cellular,259,3,-1,0,unknown,no
44,married,secondary,no,8262,yes,no,cellular,201,16,-1,0,unknown,no
39,single,secondary,no,14,yes,yes,unknown,19,9,-1,0,unknown,no
45,single,unknown,no,7108,yes,yes,cellular,53,1,172,3,failure,no
36,married,secondary,no,1049,yes,no,cellular,224,4,-1,0,unknown,yes
38,married,secondary,no,0,yes,no,cellular,57,5,349,1,other,no
36,married,secondary,no,419,yes,no,unknown,251,1,-1,0,unknown,no
30,single,tertiary,no,726,yes,no,cellular,39,1,342,3,failure,no
28,divorced,tertiary,no,594,yes,yes,unknown,54,3,-1,0,unknown,no
26,married,tertiary,no,454,yes,yes,unknown,28,18,-1,0,unknown,no
54,married,secondary,no,2206,no,no,cellular,104,1,99,2,other,yes
38,married,tertiary,no,1988,no,no,cellular,164,2,130,2,failure,yes
32,single,tertiary,no,0,no,no,cellular,268,2,-1,0,unknown,no
50,divorced,secondary,no,202,no,yes,cellular,148,1,-1,0,unknown,no
43,married,secondary,no,667,yes,no,unknown,228,3,-1,0,unknown,no
48,married,secondary,no,112,no,no,cellular,139,5,-1,0,unknown,no
57,married,primary,no,50,no,no,cellular,89,3,-1,0,unknown,no
64,married,primary,no,768,no,no,cellular,250,2,182,1,success,no
26,divorced,secondary,no,74,yes,no,unknown,106,6,-1,0,unknown,no
33,married,secondary,no,661,yes,no,cellular,968,1,-1,0,unknown,yes
50,married,secondary,no,3025,no,yes,cellular,168,3,-1,0,unknown,no
47,married,tertiary,no,751,no,no,cellular,408,14,-1,0,unknown,no
39,single,tertiary,no,416,no,no,cellular,56,4,-1,0,unknown,no
52,married,primary,no,14,no,yes,cellular,55,5,-1,0,unknown,no
31,single,primary,no,-502,yes,no,unknown,76,4,-1,0,unknown,no
50,married,primary,no,0,no,no,cellular,72,5,-1,0,unknown,no
47,married,secondary,no,599,yes,no,cellular,99,3,-1,0,unknown,no
30,single,tertiary,no,-218,yes,no,cellular,13,15,-1,0,unknown,no
32,single,tertiary,no,1012,no,no,cellular,178,1,-1,0,unknown,no
36,married,secondary,no,300,no,no,unknown,287,1,-1,0,unknown,no
46,married,tertiary,no,217,yes,no,cellular,141,1,346,2,other,no
45,divorced,tertiary,no,2096,no,no,cellular,127,1,100,2,failure,no
37,single,secondary,no,0,no,no,cellular,69,2,-1,0,unknown,no
58,married,primary,no,5278,yes,no,unknown,763,4,-1,0,unknown,no
59,married,tertiary,no,1831,no,no,cellular,122,1,92,1,failure,no
28,married,tertiary,no,1480,yes,no,cellular,143,1,-1,0,unknown,no
48,married,tertiary,no,7289,yes,no,cellular,316,3,-1,0,unknown,no
55,married,unknown,no,1665,no,no,telephone,89,2,-1,0,unknown,no
37,single,primary,no,851,yes,no,cellular,151,1,352,1,failure,no
41,married,tertiary,no,2885,no,no,cellular,40,1,-1,0,unknown,no
35,married,secondary,no,137,no,yes,unknown,5,1,808,12,failure,no
34,single,secondary,no,1239,yes,no,cellular,90,1,-1,0,unknown,no
43,single,tertiary,no,146,no,no,cellular,50,1,113,5,other,no
59,married,secondary,no,1,no,no,cellular,159,2,378,3,failure,yes
50,divorced,primary,no,-10,no,yes,cellular,369,6,-1,0,unknown,no
37,married,secondary,no,480,no,no,cellular,344,2,182,8,other,yes
35,married,secondary,no,2789,yes,no,cellular,256,2,94,1,failure,no
50,single,secondary,no,3897,no,no,cellular,298,1,-1,0,unknown,no
36,divorced,secondary,no,487,no,yes,cellular,268,3,-1,0,unknown,no
41,married,secondary,no,5110,yes,no,cellular,231,1,-1,0,unknown,no
28,married,tertiary,no,318,yes,no,unknown,4,4,-1,0,unknown,no
42,single,tertiary,no,-411,yes,no,cellular,78,5,292,3,failure,no
60,married,secondary,no,4820,no,no,unknown,419,1,-1,0,unknown,no
28,single,tertiary,no,4937,yes,no,telephone,421,3,-1,0,unknown,no
48,married,secondary,no,725,no,yes,cellular,105,1,-1,0,unknown,no
51,married,tertiary,no,5403,no,no,unknown,42,1,-1,0,unknown,no
32,married,tertiary,no,4089,no,no,cellular,114,7,287,3,failure,no
35,married,tertiary,no,188,no,no,cellular,286,2,-1,0,unknown,no
37,married,unknown,no,189,no,no,cellular,238,1,107,2,success,yes
38,divorced,secondary,no,2998,yes,no,unknown,91,1,-1,0,unknown,no
77,married,secondary,no,610,no,no,cellular,766,3,-1,0,unknown,no
32,single,unknown,no,787,no,no,cellular,92,1,-1,0,unknown,no
43,divorced,secondary,no,167,no,no,cellular,211,3,-1,0,unknown,no
36,single,tertiary,no,243,yes,no,cellular,160,2,360,3,failure,no
29,married,tertiary,no,877,no,no,cellular,166,3,-1,0,unknown,no
32,single,secondary,no,2817,yes,no,cellular,195,1,-1,0,unknown,no
41,divorced,tertiary,no,4567,yes,yes,cellular,106,1,-1,0,unknown,no
26,single,secondary,no,127,yes,yes,cellular,85,3,-1,0,unknown,no
34,married,primary,no,176,no,no,cellular,78,1,-1,0,unknown,no
57,married,tertiary,no,0,yes,yes,unknown,648,1,-1,0,unknown,yes
36,single,secondary,no,1482,yes,no,cellular,177,2,174,1,other,no
42,married,secondary,no,3052,yes,no,unknown,32,1,-1,0,unknown,no
35,divorced,secondary,no,56,no,no,cellular,24,12,-1,0,unknown,no
52,divorced,primary,no,278,yes,no,unknown,688,2,-1,0,unknown,no
36,single,tertiary,no,3875,yes,no,unknown,21,5,-1,0,unknown,no
46,married,secondary,no,-337,yes,no,unknown,112,1,-1,0,unknown,no
60,divorced,tertiary,no,366,no,no,cellular,593,1,-1,0,unknown,yes
57,married,primary,no,501,yes,yes,cellular,59,2,-1,0,unknown,no
48,married,tertiary,no,998,yes,no,cellular,121,3,-1,0,unknown,no
59,married,primary,no,0,yes,no,telephone,97,2,-1,0,unknown,no
39,married,tertiary,no,246,no,no,cellular,86,2,-1,0,unknown,no
44,married,secondary,no,-182,yes,yes,cellular,10,10,-1,0,unknown,no
27,single,tertiary,no,446,no,no,cellular,205,3,-1,0,unknown,no
59,married,secondary,no,1173,no,no,unknown,77,2,-1,0,unknown,no
36,divorced,secondary,no,5957,yes,no,cellular,138,2,-1,0,unknown,no
44,married,secondary,no,205,no,no,cellular,289,1,-1,0,unknown,yes
50,married,secondary,no,0,no,no,cellular,86,4,-1,0,unknown,no
41,divorced,tertiary,no,369,yes,no,telephone,9,3,-1,0,unknown,no
47,married,secondary,no,1934,no,yes,cellular,225,1,364,1,failure,no
32,single,tertiary,no,259,no,no,cellular,407,4,-1,0,unknown,no
38,married,secondary,no,284,yes,yes,unknown,1030,6,-1,0,unknown,no
55,married,unknown,no,23,no,no,cellular,123,2,-1,0,unknown,no
38,single,tertiary,no,1373,no,no,cellular,119,4,-1,0,unknown,no
31,single,tertiary,no,62,yes,no,cellular,175,1,293,5,failure,no
38,divorced,secondary,no,157,no,no,unknown,299,5,-1,0,unknown,no
29,single,tertiary,no,991,no,no,cellular,563,1,-1,0,unknown,no
55,married,secondary,no,186,yes,yes,unknown,241,1,-1,0,unknown,no
35,married,secondary,no,977,yes,no,cellular,52,4,91,1,other,no
40,single,tertiary,no,2893,no,no,cellular,76,3,-1,0,unknown,no
34,married,secondary,no,1897,yes,yes,cellular,441,1,-1,0,unknown,no
32,single,tertiary,no,5514,no,no,cellular,319,1,182,1,success,yes
33,married,secondary,no,889,yes,no,unknown,13,1,373,6,success,no
33,married,tertiary,no,273,yes,no,unknown,803,1,-1,0,unknown,yes
37,married,secondary,no,1193,no,no,cellular,396,2,-1,0,unknown,no
58,married,tertiary,no,2729,no,no,unknown,188,1,-1,0,unknown,no
36,single,secondary,no,0,no,no,cellular,637,1,-1,0,unknown,no
42,married,secondary,no,230,yes,no,unknown,175,7,-1,0,unknown,no
34,single,secondary,no,2729,yes,no,cellular,945,1,139,1,success,no
35,married,tertiary,no,317,yes,no,unknown,162,3,-1,0,unknown,no
60,married,primary,no,517,no,no,unknown,1178,3,-1,0,unknown,no
50,married,tertiary,no,-470,yes,no,cellular,506,2,170,3,failure,no
28,single,tertiary,no,4579,no,no,cellular,409,2,-1,0,unknown,yes
27,divorced,secondary,no,1,yes,no,cellular,116,3,-1,0,unknown,no
37,married,tertiary,no,5106,no,no,cellular,244,1,-1,0,unknown,yes
31,married,tertiary,no,636,yes,no,cellular,352,4,-1,0,unknown,yes
34,married,secondary,no,1076,no,no,cellular,152,1,182,6,success,yes
38,married,tertiary,no,126,yes,no,unknown,164,2,-1,0,unknown,no
32,married,secondary,no,-33,yes,no,unknown,234,3,-1,0,unknown,no
37,married,secondary,no,430,no,no,cellular,154,4,-1,0,unknown,no
33,married,secondary,no,-6,yes,no,unknown,566,2,-1,0,unknown,no
71,married,tertiary,no,383,no,no,cellular,327,2,183,3,success,no
27,married,secondary,no,130,yes,no,cellular,265,3,-1,0,unknown,no
38,married,primary,no,2569,no,no,unknown,172,1,-1,0,unknown,no
34,single,secondary,no,201,no,no,cellular,257,2,-1,0,unknown,no
54,divorced,tertiary,no,0,no,no,unknown,618,1,-1,0,unknown,yes
30,married,secondary,no,6,yes,no,cellular,241,3,-1,0,unknown,no
35,single,secondary,no,475,no,yes,cellular,936,4,-1,0,unknown,no
33,single,secondary,no,706,yes,no,cellular,329,1,322,1,failure,no
36,married,secondary,no,1825,yes,no,cellular,24,1,346,1,failure,no
59,married,tertiary,no,185,no,no,cellular,177,5,138,1,failure,no
72,married,primary,no,4415,no,no,telephone,120,1,-1,0,unknown,no
64,married,tertiary,no,679,no,no,telephone,135,3,-1,0,unknown,no
53,divorced,secondary,no,320,no,no,cellular,175,1,-1,0,unknown,no
35,single,tertiary,no,2988,yes,no,cellular,179,1,-1,0,unknown,no
58,married,secondary,no,1407,yes,no,unknown,58,1,-1,0,unknown,no
40,married,secondary,no,1270,no,no,cellular,342,2,-1,0,unknown,no
41,divorced,secondary,no,654,yes,no,cellular,139,2,-1,0,unknown,no
48,married,primary,no,5173,yes,no,unknown,88,8,-1,0,unknown,no
44,married,tertiary,no,3463,yes,yes,cellular,210,3,-1,0,unknown,no
39,married,unknown,no,0,no,no,cellular,731,1,193,3,failure,no
61,married,tertiary,no,6016,no,no,cellular,670,3,-1,0,unknown,yes
36,married,primary,no,177,yes,no,unknown,63,5,-1,0,unknown,no
28,married,tertiary,no,3694,no,yes,cellular,70,2,-1,0,unknown,no
58,single,secondary,no,1640,no,yes,cellular,72,6,274,4,failure,no
60,divorced,secondary,no,174,yes,no,cellular,241,1,364,1,failure,no
66,single,secondary,no,10177,no,no,cellular,272,4,-1,0,unknown,no
36,single,tertiary,no,490,no,no,cellular,207,8,98,1,failure,yes
49,married,secondary,no,2576,yes,no,cellular,64,6,-1,0,unknown,no
40,married,secondary,no,0,no,no,unknown,543,2,-1,0,unknown,no
23,single,secondary,no,598,no,no,cellular,166,1,-1,0,unknown,no
29,single,tertiary,no,15459,no,no,cellular,245,3,97,7,success,no
44,married,primary,no,271,yes,yes,unknown,94,1,-1,0,unknown,no
54,married,unknown,no,2508,no,no,unknown,34,8,-1,0,unknown,no
47,married,primary,no,320,no,no,telephone,203,2,-1,0,unknown,no
33,married,tertiary,no,640,no,no,cellular,318,1,-1,0,unknown,no
30,married,secondary,no,1772,yes,no,cellular,158,4,-1,0,unknown,no
27,single,secondary,no,15,no,yes,cellular,177,1,-1,0,unknown,no
49,divorced,tertiary,no,2370,yes,yes,unknown,56,1,103,2,other,no
27,single,secondary,no,201,yes,no,unknown,172,2,-1,0,unknown,no
51,married,secondary,no,160,yes,no,cellular,136,1,359,1,failure,no
32,divorced,secondary,yes,5,yes,yes,cellular,82,3,363,2,other,no
30,single,secondary,no,75,yes,no,unknown,123,1,-1,0,unknown,no
33,married,secondary,no,4902,yes,no,cellular,110,1,-1,0,unknown,no
27,single,primary,no,-79,yes,no,unknown,385,5,-1,0,unknown,no
75,divorced,secondary,no,1341,no,no,cellular,415,7,-1,0,unknown,yes
37,divorced,secondary,no,490,yes,no,cellular,73,1,-1,0,unknown,no
36,single,secondary,no,1521,yes,no,unknown,243,2,-1,0,unknown,no
37,married,secondary,no,131,yes,no,unknown,137,2,-1,0,unknown,no
35,married,tertiary,no,8,yes,no,unknown,55,4,-1,0,unknown,no
32,married,secondary,no,-632,yes,yes,cellular,18,5,-1,0,unknown,no
32,single,secondary,no,116,no,yes,cellular,255,2,-1,0,unknown,no
35,married,primary,no,189,yes,no,cellular,95,1,-1,0,unknown,no
31,married,primary,no,2,yes,yes,cellular,112,1,-1,0,unknown,no
28,single,secondary,no,4229,yes,yes,cellular,205,2,-1,0,unknown,no
27,married,secondary,no,54,yes,no,cellular,97,1,370,1,failure,no
22,single,unknown,no,549,no,no,cellular,154,1,-1,0,unknown,no
35,married,primary,no,298,yes,no,cellular,135,2,370,2,failure,no
69,married,primary,no,579,no,no,cellular,230,1,-1,0,unknown,no
37,single,tertiary,no,1467,yes,yes,cellular,349,1,-1,0,unknown,no
45,single,secondary,no,0,yes,no,cellular,38,1,-1,0,unknown,no
47,married,tertiary,no,109,yes,no,cellular,268,1,-1,0,unknown,no
52,married,tertiary,no,-11,yes,no,cellular,94,4,-1,0,unknown,no
33,married,secondary,no,90,yes,no,cellular,263,2,-1,0,unknown,no
60,married,primary,no,493,no,no,cellular,671,4,-1,0,unknown,yes
33,divorced,secondary,no,1897,yes,yes,unknown,197,1,-1,0,unknown,no
44,married,secondary,no,2403,yes,no,cellular,180,2,-1,0,unknown,no
38,married,secondary,no,868,no,no,cellular,452,2,-1,0,unknown,no
54,married,secondary,no,653,yes,no,unknown,352,1,-1,0,unknown,no
32,divorced,primary,no,0,no,no,cellular,175,4,-1,0,unknown,no
33,married,secondary,no,0,yes,yes,cellular,163,2,-1,0,unknown,no
55,divorced,secondary,no,218,yes,no,unknown,200,2,-1,0,unknown,no
51,married,primary,no,5050,no,yes,unknown,75,7,-1,0,unknown,no
48,married,secondary,no,741,yes,no,cellular,227,1,-1,0,unknown,no
37,single,secondary,no,1050,yes,no,cellular,586,3,-1,0,unknown,no
