rel_compact,surface,wall,roof,height,orientation,glazing_area,glazing_area_dist,heating_load,cooling_load
0.90,563.50,318.50,122.50,7.00,2,0.25,3,32.00,36.00
0.90,563.50,318.50,122.50,7.00,3,0.25,3,32.00,35.00
0.90,563.50,318.50,122.50,7.00,4,0.25,3,33.00,33.00
0.90,563.50,318.50,122.50,7.00,5,0.25,3,32.00,32.00
0.86,588.00,294.00,147.00,7.00,2,0.25,3,28.00,34.00
0.86,588.00,294.00,147.00,7.00,3,0.25,3,29.00,33.00
0.86,588.00,294.00,147.00,7.00,4,0.25,3,29.00,28.00
0.86,588.00,294.00,147.00,7.00,5,0.25,3,29.00,30.00
0.82,612.50,318.50,147.00,7.00,2,0.25,3,25.00,29.00
0.82,612.50,318.50,147.00,7.00,3,0.25,3,25.00,28.00
0.82,612.50,318.50,147.00,7.00,4,0.25,3,25.00,27.00
0.82,612.50,318.50,147.00,7.00,5,0.25,3,25.00,26.00
0.79,637.00,343.00,147.00,7.00,2,0.25,3,39.00,45.00
0.79,637.00,343.00,147.00,7.00,3,0.25,3,38.00,44.00
0.79,637.00,343.00,147.00,7.00,4,0.25,3,40.00,38.00
0.79,637.00,343.00,147.00,7.00,5,0.25,3,40.00,37.00
0.76,661.50,416.50,122.50,7.00,2,0.25,3,36.00,36.00
0.76,661.50,416.50,122.50,7.00,3,0.25,3,37.00,36.00
0.76,661.50,416.50,122.50,7.00,4,0.25,3,36.00,37.00
0.76,661.50,416.50,122.50,7.00,5,0.25,3,37.00,37.00
0.74,686.00,245.00,220.50,3.50,2,0.25,3,12.00,14.00
0.74,686.00,245.00,220.50,3.50,3,0.25,3,12.00,14.00
0.74,686.00,245.00,220.50,3.50,4,0.25,3,12.00,15.00
0.74,686.00,245.00,220.50,3.50,5,0.25,3,12.00,15.00
0.71,710.50,269.50,220.50,3.50,2,0.25,3,12.00,15.00
0.71,710.50,269.50,220.50,3.50,3,0.25,3,12.00,15.00
0.71,710.50,269.50,220.50,3.50,4,0.25,3,12.00,16.00
0.71,710.50,269.50,220.50,3.50,5,0.25,3,12.00,15.00
0.69,735.00,294.00,220.50,3.50,2,0.25,3,12.00,15.00
0.69,735.00,294.00,220.50,3.50,3,0.25,3,12.00,14.00
0.69,735.00,294.00,220.50,3.50,4,0.25,3,12.00,15.00
0.69,735.00,294.00,220.50,3.50,5,0.25,3,12.00,15.00
0.66,759.50,318.50,220.50,3.50,2,0.25,3,13.00,16.00
0.66,759.50,318.50,220.50,3.50,3,0.25,3,13.00,16.00
0.66,759.50,318.50,220.50,3.50,4,0.25,3,13.00,16.00
0.66,759.50,318.50,220.50,3.50,5,0.25,3,13.00,16.00
0.64,784.00,343.00,220.50,3.50,2,0.25,3,17.00,20.00
0.64,784.00,343.00,220.50,3.50,3,0.25,3,17.00,20.00
0.64,784.00,343.00,220.50,3.50,4,0.25,3,17.00,20.00
0.64,784.00,343.00,220.50,3.50,5,0.25,3,17.00,20.00
0.62,808.50,367.50,220.50,3.50,2,0.25,3,14.00,15.00
0.62,808.50,367.50,220.50,3.50,3,0.25,3,14.00,15.00
0.62,808.50,367.50,220.50,3.50,4,0.25,3,14.00,15.00
0.62,808.50,367.50,220.50,3.50,5,0.25,3,14.00,14.00
0.98,514.50,294.00,110.25,7.00,2,0.25,4,29.00,30.00
0.98,514.50,294.00,110.25,7.00,3,0.25,4,29.00,30.00
0.98,514.50,294.00,110.25,7.00,4,0.25,4,28.00,30.00
0.98,514.50,294.00,110.25,7.00,5,0.25,4,29.00,30.00
0.90,563.50,318.50,122.50,7.00,2,0.25,4,33.00,32.00
0.90,563.50,318.50,122.50,7.00,3,0.25,4,32.00,37.00
0.90,563.50,318.50,122.50,7.00,4,0.25,4,32.00,36.00
0.90,563.50,318.50,122.50,7.00,5,0.25,4,33.00,33.00
0.86,588.00,294.00,147.00,7.00,2,0.25,4,29.00,29.00
0.86,588.00,294.00,147.00,7.00,3,0.25,4,28.00,34.00
0.86,588.00,294.00,147.00,7.00,4,0.25,4,29.00,34.00
0.86,588.00,294.00,147.00,7.00,5,0.25,4,30.00,28.00
0.82,612.50,318.50,147.00,7.00,2,0.25,4,26.00,26.00
0.82,612.50,318.50,147.00,7.00,3,0.25,4,25.00,29.00
0.82,612.50,318.50,147.00,7.00,4,0.25,4,25.00,29.00
0.82,612.50,318.50,147.00,7.00,5,0.25,4,26.00,27.00
0.79,637.00,343.00,147.00,7.00,2,0.25,4,40.00,36.00
0.79,637.00,343.00,147.00,7.00,3,0.25,4,39.00,45.00
0.79,637.00,343.00,147.00,7.00,4,0.25,4,38.00,44.00
0.79,637.00,343.00,147.00,7.00,5,0.25,4,40.00,37.00
0.76,661.50,416.50,122.50,7.00,2,0.25,4,37.00,37.00
0.76,661.50,416.50,122.50,7.00,3,0.25,4,36.00,37.00
0.76,661.50,416.50,122.50,7.00,4,0.25,4,37.00,37.00
0.76,661.50,416.50,122.50,7.00,5,0.25,4,36.00,38.00
0.74,686.00,245.00,220.50,3.50,2,0.25,4,12.00,15.00
0.74,686.00,245.00,220.50,3.50,3,0.25,4,12.00,15.00
0.74,686.00,245.00,220.50,3.50,4,0.25,4,12.00,15.00
0.74,686.00,245.00,220.50,3.50,5,0.25,4,12.00,15.00
0.71,710.50,269.50,220.50,3.50,2,0.25,4,12.00,15.00
0.71,710.50,269.50,220.50,3.50,3,0.25,4,12.00,15.00
0.71,710.50,269.50,220.50,3.50,4,0.25,4,12.00,15.00
0.71,710.50,269.50,220.50,3.50,5,0.25,4,12.00,16.00
0.69,735.00,294.00,220.50,3.50,2,0.25,4,13.00,15.00
0.69,735.00,294.00,220.50,3.50,3,0.25,4,13.00,16.00
0.69,735.00,294.00,220.50,3.50,4,0.25,4,13.00,16.00
0.69,735.00,294.00,220.50,3.50,5,0.25,4,13.00,16.00
0.66,759.50,318.50,220.50,3.50,2,0.25,4,13.00,16.00
0.66,759.50,318.50,220.50,3.50,3,0.25,4,13.00,16.00
0.66,759.50,318.50,220.50,3.50,4,0.25,4,13.00,16.00
0.66,759.50,318.50,220.50,3.50,5,0.25,4,13.00,16.00
0.64,784.00,343.00,220.50,3.50,2,0.25,4,17.00,20.00
0.64,784.00,343.00,220.50,3.50,3,0.25,4,17.00,20.00
0.64,784.00,343.00,220.50,3.50,4,0.25,4,17.00,20.00
0.64,784.00,343.00,220.50,3.50,5,0.25,4,17.00,20.00
0.62,808.50,367.50,220.50,3.50,2,0.25,4,14.00,15.00
0.62,808.50,367.50,220.50,3.50,3,0.25,4,15.00,16.00
0.62,808.50,367.50,220.50,3.50,4,0.25,4,15.00,15.00
0.62,808.50,367.50,220.50,3.50,5,0.25,4,15.00,15.00
0.98,514.50,294.00,110.25,7.00,2,0.25,5,29.00,30.00
0.98,514.50,294.00,110.25,7.00,3,0.25,5,29.00,30.00
0.98,514.50,294.00,110.25,7.00,4,0.25,5,28.00,30.00
0.98,514.50,294.00,110.25,7.00,5,0.25,5,29.00,30.00
0.90,563.50,318.50,122.50,7.00,2,0.25,5,33.00,32.00
0.90,563.50,318.50,122.50,7.00,3,0.25,5,32.00,32.00
0.90,563.50,318.50,122.50,7.00,4,0.25,5,32.00,37.00
0.90,563.50,318.50,122.50,7.00,5,0.25,5,32.00,36.00
0.86,588.00,294.00,147.00,7.00,2,0.25,5,30.00,28.00
0.86,588.00,294.00,147.00,7.00,3,0.25,5,29.00,29.00
0.86,588.00,294.00,147.00,7.00,4,0.25,5,28.00,34.00
0.86,588.00,294.00,147.00,7.00,5,0.25,5,29.00,33.00
0.82,612.50,318.50,147.00,7.00,2,0.25,5,26.00,27.00
0.82,612.50,318.50,147.00,7.00,3,0.25,5,25.00,26.00
0.82,612.50,318.50,147.00,7.00,4,0.25,5,25.00,29.00
0.82,612.50,318.50,147.00,7.00,5,0.25,5,25.00,28.00
0.79,637.00,343.00,147.00,7.00,2,0.25,5,40.00,38.00
0.79,637.00,343.00,147.00,7.00,3,0.25,5,40.00,37.00
0.79,637.00,343.00,147.00,7.00,4,0.25,5,39.00,45.00
0.79,637.00,343.00,147.00,7.00,5,0.25,5,39.00,44.00
0.76,661.50,416.50,122.50,7.00,2,0.25,5,36.00,37.00
0.76,661.50,416.50,122.50,7.00,3,0.25,5,37.00,37.00
0.76,661.50,416.50,122.50,7.00,4,0.25,5,36.00,36.00
0.76,661.50,416.50,122.50,7.00,5,0.25,5,37.00,36.00
0.74,686.00,245.00,220.50,3.50,2,0.25,5,12.00,14.00
0.74,686.00,245.00,220.50,3.50,3,0.25,5,12.00,15.00
0.74,686.00,245.00,220.50,3.50,4,0.25,5,12.00,15.00
0.74,686.00,245.00,220.50,3.50,5,0.25,5,12.00,14.00
0.71,710.50,269.50,220.50,3.50,2,0.25,5,12.00,15.00
0.71,710.50,269.50,220.50,3.50,3,0.25,5,12.00,15.00
0.71,710.50,269.50,220.50,3.50,4,0.25,5,12.00,15.00
0.71,710.50,269.50,220.50,3.50,5,0.25,5,12.00,15.00
0.69,735.00,294.00,220.50,3.50,2,0.25,5,12.00,15.00
0.69,735.00,294.00,220.50,3.50,3,0.25,5,12.00,15.00
0.69,735.00,294.00,220.50,3.50,4,0.25,5,12.00,15.00
0.69,735.00,294.00,220.50,3.50,5,0.25,5,12.00,15.00
0.66,759.50,318.50,220.50,3.50,2,0.25,5,13.00,16.00
0.66,759.50,318.50,220.50,3.50,3,0.25,5,13.00,16.00
0.66,759.50,318.50,220.50,3.50,4,0.25,5,13.00,16.00
0.66,759.50,318.50,220.50,3.50,5,0.25,5,13.00,16.00
0.64,784.00,343.00,220.50,3.50,2,0.25,5,17.00,20.00
0.64,784.00,343.00,220.50,3.50,3,0.25,5,17.00,20.00
0.64,784.00,343.00,220.50,3.50,4,0.25,5,17.00,20.00
0.64,784.00,343.00,220.50,3.50,5,0.25,5,17.00,20.00
0.62,808.50,367.50,220.50,3.50,2,0.25,5,14.00,15.00
0.62,808.50,367.50,220.50,3.50,3,0.25,5,14.00,15.00
0.62,808.50,367.50,220.50,3.50,4,0.25,5,14.00,15.00
0.62,808.50,367.50,220.50,3.50,5,0.25,5,14.00,15.00
0.98,514.50,294.00,110.25,7.00,2,0.40,1,32.00,33.00
0.98,514.50,294.00,110.25,7.00,3,0.40,1,32.00,33.00
0.98,514.50,294.00,110.25,7.00,4,0.40,1,32.00,33.00
0.98,514.50,294.00,110.25,7.00,5,0.40,1,33.00,33.00
0.90,563.50,318.50,122.50,7.00,2,0.40,1,36.00,39.00
0.90,563.50,318.50,122.50,7.00,3,0.40,1,37.00,36.00
0.90,563.50,318.50,122.50,7.00,4,0.40,1,37.00,36.00
0.90,563.50,318.50,122.50,7.00,5,0.40,1,36.00,41.00
0.86,588.00,294.00,147.00,7.00,2,0.40,1,32.00,36.00
0.86,588.00,294.00,147.00,7.00,3,0.40,1,32.00,31.00
0.86,588.00,294.00,147.00,7.00,4,0.40,1,32.00,32.00
0.86,588.00,294.00,147.00,7.00,5,0.40,1,31.00,37.00
0.82,612.50,318.50,147.00,7.00,2,0.40,1,29.00,32.00
0.82,612.50,318.50,147.00,7.00,3,0.40,1,30.00,29.00
0.82,612.50,318.50,147.00,7.00,4,0.40,1,30.00,29.00
0.82,612.50,318.50,147.00,7.00,5,0.40,1,29.00,34.00
0.79,637.00,343.00,147.00,7.00,2,0.40,1,41.00,45.00
0.79,637.00,343.00,147.00,7.00,3,0.40,1,43.00,39.00
0.79,637.00,343.00,147.00,7.00,4,0.40,1,43.00,38.00
0.79,637.00,343.00,147.00,7.00,5,0.40,1,42.00,47.00
0.76,661.50,416.50,122.50,7.00,2,0.40,1,41.00,40.00
0.76,661.50,416.50,122.50,7.00,3,0.40,1,40.00,41.00
0.76,661.50,416.50,122.50,7.00,4,0.40,1,41.00,41.00
0.76,661.50,416.50,122.50,7.00,5,0.40,1,40.00,39.00
0.74,686.00,245.00,220.50,3.50,2,0.40,1,15.00,17.00
0.74,686.00,245.00,220.50,3.50,3,0.40,1,15.00,17.00
0.74,686.00,245.00,220.50,3.50,4,0.40,1,15.00,17.00
0.74,686.00,245.00,220.50,3.50,5,0.40,1,15.00,17.00
0.71,710.50,269.50,220.50,3.50,2,0.40,1,15.00,17.00
0.71,710.50,269.50,220.50,3.50,3,0.40,1,15.00,18.00
0.71,710.50,269.50,220.50,3.50,4,0.40,1,15.00,17.00
0.71,710.50,269.50,220.50,3.50,5,0.40,1,15.00,17.00
0.69,735.00,294.00,220.50,3.50,2,0.40,1,15.00,17.00
0.69,735.00,294.00,220.50,3.50,3,0.40,1,15.00,17.00
0.69,735.00,294.00,220.50,3.50,4,0.40,1,14.00,17.00
0.69,735.00,294.00,220.50,3.50,5,0.40,1,14.00,17.00
0.66,759.50,318.50,220.50,3.50,2,0.40,1,15.00,18.00
0.66,759.50,318.50,220.50,3.50,3,0.40,1,15.00,18.00
0.66,759.50,318.50,220.50,3.50,4,0.40,1,15.00,18.00
0.66,759.50,318.50,220.50,3.50,5,0.40,1,15.00,18.00
0.64,784.00,343.00,220.50,3.50,2,0.40,1,20.00,23.00
0.64,784.00,343.00,220.50,3.50,3,0.40,1,19.00,23.00
0.64,784.00,343.00,220.50,3.50,4,0.40,1,19.00,23.00
0.64,784.00,343.00,220.50,3.50,5,0.40,1,19.00,23.00
0.62,808.50,367.50,220.50,3.50,2,0.40,1,15.00,17.00
0.62,808.50,367.50,220.50,3.50,3,0.40,1,17.00,17.00
0.62,808.50,367.50,220.50,3.50,4,0.40,1,17.00,17.00
0.62,808.50,367.50,220.50,3.50,5,0.40,1,17.00,17.00
0.98,514.50,294.00,110.25,7.00,2,0.40,2,33.00,33.00
0.98,514.50,294.00,110.25,7.00,3,0.40,2,33.00,33.00
0.98,514.50,294.00,110.25,7.00,4,0.40,2,32.00,34.00
0.98,514.50,294.00,110.25,7.00,5,0.40,2,33.00,34.00
0.90,563.50,318.50,122.50,7.00,2,0.40,2,36.00,38.00
0.90,563.50,318.50,122.50,7.00,3,0.40,2,37.00,35.00
0.90,563.50,318.50,122.50,7.00,4,0.40,2,36.00,35.00
0.90,563.50,318.50,122.50,7.00,5,0.40,2,36.00,41.00
0.86,588.00,294.00,147.00,7.00,2,0.40,2,32.00,35.00
0.86,588.00,294.00,147.00,7.00,3,0.40,2,33.00,31.00
0.86,588.00,294.00,147.00,7.00,4,0.40,2,32.00,32.00
0.86,588.00,294.00,147.00,7.00,5,0.40,2,32.00,37.00
0.82,612.50,318.50,147.00,7.00,2,0.40,2,29.00,30.00
0.82,612.50,318.50,147.00,7.00,3,0.40,2,29.00,28.00
0.82,612.50,318.50,147.00,7.00,4,0.40,2,29.00,29.00
0.82,612.50,318.50,147.00,7.00,5,0.40,2,28.00,33.00
0.79,637.00,343.00,147.00,7.00,2,0.40,2,42.00,46.00
0.79,637.00,343.00,147.00,7.00,3,0.40,2,43.00,39.00
0.79,637.00,343.00,147.00,7.00,4,0.40,2,43.00,39.00
0.79,637.00,343.00,147.00,7.00,5,0.40,2,42.00,48.00
0.76,661.50,416.50,122.50,7.00,2,0.40,2,41.00,39.00
0.76,661.50,416.50,122.50,7.00,3,0.40,2,40.00,40.00
0.76,661.50,416.50,122.50,7.00,4,0.40,2,41.00,40.00
0.76,661.50,416.50,122.50,7.00,5,0.40,2,40.00,40.00
0.74,686.00,245.00,220.50,3.50,2,0.40,2,15.00,16.00
0.74,686.00,245.00,220.50,3.50,3,0.40,2,14.00,17.00
0.74,686.00,245.00,220.50,3.50,4,0.40,2,14.00,17.00
0.74,686.00,245.00,220.50,3.50,5,0.40,2,15.00,17.00
0.71,710.50,269.50,220.50,3.50,2,0.40,2,15.00,17.00
0.71,710.50,269.50,220.50,3.50,3,0.40,2,15.00,17.00
0.71,710.50,269.50,220.50,3.50,4,0.40,2,14.00,17.00
0.71,710.50,269.50,220.50,3.50,5,0.40,2,15.00,18.00
0.69,735.00,294.00,220.50,3.50,2,0.40,2,15.00,16.00
0.69,735.00,294.00,220.50,3.50,3,0.40,2,15.00,17.00
0.69,735.00,294.00,220.50,3.50,4,0.40,2,14.00,17.00
0.69,735.00,294.00,220.50,3.50,5,0.40,2,15.00,17.00
0.66,759.50,318.50,220.50,3.50,2,0.40,2,15.00,18.00
0.66,759.50,318.50,220.50,3.50,3,0.40,2,15.00,18.00
0.66,759.50,318.50,220.50,3.50,4,0.40,2,15.00,18.00
0.66,759.50,318.50,220.50,3.50,5,0.40,2,15.00,18.00
0.64,784.00,343.00,220.50,3.50,2,0.40,2,19.00,22.00
0.64,784.00,343.00,220.50,3.50,3,0.40,2,19.00,22.00
0.64,784.00,343.00,220.50,3.50,4,0.40,2,19.00,22.00
0.64,784.00,343.00,220.50,3.50,5,0.40,2,19.00,22.00
0.62,808.50,367.50,220.50,3.50,2,0.40,2,17.00,17.00
0.62,808.50,367.50,220.50,3.50,3,0.40,2,17.00,17.00
0.62,808.50,367.50,220.50,3.50,4,0.40,2,17.00,17.00
0.62,808.50,367.50,220.50,3.50,5,0.40,2,17.00,17.00
0.98,514.50,294.00,110.25,7.00,2,0.40,3,33.00,33.00
0.98,514.50,294.00,110.25,7.00,3,0.40,3,33.00,33.00
0.98,514.50,294.00,110.25,7.00,4,0.40,3,32.00,34.00
0.98,514.50,294.00,110.25,7.00,5,0.40,3,33.00,34.00
0.90,563.50,318.50,122.50,7.00,2,0.40,3,34.00,37.00
0.90,563.50,318.50,122.50,7.00,3,0.40,3,35.00,35.00
0.90,563.50,318.50,122.50,7.00,4,0.40,3,35.00,34.00
0.90,563.50,318.50,122.50,7.00,5,0.40,3,34.00,33.00
0.86,588.00,294.00,147.00,7.00,2,0.40,3,31.00,35.00
0.86,588.00,294.00,147.00,7.00,3,0.40,3,32.00,35.00
0.86,588.00,294.00,147.00,7.00,4,0.40,3,32.00,30.00
0.86,588.00,294.00,147.00,7.00,5,0.40,3,32.00,32.00
0.82,612.50,318.50,147.00,7.00,2,0.40,3,29.00,32.00
0.82,612.50,318.50,147.00,7.00,3,0.40,3,30.00,31.00
0.82,612.50,318.50,147.00,7.00,4,0.40,3,29.00,30.00
0.82,612.50,318.50,147.00,7.00,5,0.40,3,29.00,30.00
0.79,637.00,343.00,147.00,7.00,2,0.40,3,41.00,46.00
0.79,637.00,343.00,147.00,7.00,3,0.40,3,41.00,44.00
0.79,637.00,343.00,147.00,7.00,4,0.40,3,42.00,39.00
0.79,637.00,343.00,147.00,7.00,5,0.40,3,42.00,38.00
0.76,661.50,416.50,122.50,7.00,2,0.40,3,39.00,38.00
0.76,661.50,416.50,122.50,7.00,3,0.40,3,40.00,38.00
0.76,661.50,416.50,122.50,7.00,4,0.40,3,39.00,40.00
0.76,661.50,416.50,122.50,7.00,5,0.40,3,40.00,40.00
0.74,686.00,245.00,220.50,3.50,2,0.40,3,14.00,16.00
0.74,686.00,245.00,220.50,3.50,3,0.40,3,14.00,15.00
0.74,686.00,245.00,220.50,3.50,4,0.40,3,14.00,17.00
0.74,686.00,245.00,220.50,3.50,5,0.40,3,14.00,17.00
0.71,710.50,269.50,220.50,3.50,2,0.40,3,14.00,16.00
0.71,710.50,269.50,220.50,3.50,3,0.40,3,14.00,15.00
0.71,710.50,269.50,220.50,3.50,4,0.40,3,14.00,17.00
0.71,710.50,269.50,220.50,3.50,5,0.40,3,14.00,16.00
0.69,735.00,294.00,220.50,3.50,2,0.40,3,14.00,16.00
0.69,735.00,294.00,220.50,3.50,3,0.40,3,15.00,16.00
0.69,735.00,294.00,220.50,3.50,4,0.40,3,14.00,17.00
0.69,735.00,294.00,220.50,3.50,5,0.40,3,14.00,17.00
0.66,759.50,318.50,220.50,3.50,2,0.40,3,15.00,17.00
0.66,759.50,318.50,220.50,3.50,3,0.40,3,15.00,18.00
0.66,759.50,318.50,220.50,3.50,4,0.40,3,15.00,18.00
0.66,759.50,318.50,220.50,3.50,5,0.40,3,15.00,18.00
0.64,784.00,343.00,220.50,3.50,2,0.40,3,18.00,21.00
0.64,784.00,343.00,220.50,3.50,3,0.40,3,19.00,21.00
0.64,784.00,343.00,220.50,3.50,4,0.40,3,18.00,22.00
0.64,784.00,343.00,220.50,3.50,5,0.40,3,18.00,22.00
0.62,808.50,367.50,220.50,3.50,2,0.40,3,16.00,17.00
0.62,808.50,367.50,220.50,3.50,3,0.40,3,16.00,17.00
0.62,808.50,367.50,220.50,3.50,4,0.40,3,17.00,17.00
0.62,808.50,367.50,220.50,3.50,5,0.40,3,17.00,16.00
0.98,514.50,294.00,110.25,7.00,2,0.40,4,33.00,33.00
0.98,514.50,294.00,110.25,7.00,3,0.40,4,33.00,33.00
0.98,514.50,294.00,110.25,7.00,4,0.40,4,32.00,34.00
0.98,514.50,294.00,110.25,7.00,5,0.40,4,33.00,34.00
0.90,563.50,318.50,122.50,7.00,2,0.40,4,36.00,34.00
0.90,563.50,318.50,122.50,7.00,3,0.40,4,36.00,40.00
0.90,563.50,318.50,122.50,7.00,4,0.40,4,35.00,39.00
0.90,563.50,318.50,122.50,7.00,5,0.40,4,37.00,36.00
0.86,588.00,294.00,147.00,7.00,2,0.40,4,32.00,32.00
0.86,588.00,294.00,147.00,7.00,3,0.40,4,32.00,36.00
0.86,588.00,294.00,147.00,7.00,4,0.40,4,32.00,36.00
0.86,588.00,294.00,147.00,7.00,5,0.40,4,33.00,31.00
0.82,612.50,318.50,147.00,7.00,2,0.40,4,29.00,28.00
0.82,612.50,318.50,147.00,7.00,3,0.40,4,28.00,32.00
0.82,612.50,318.50,147.00,7.00,4,0.40,4,29.00,31.00
0.82,612.50,318.50,147.00,7.00,5,0.40,4,30.00,28.00
0.79,637.00,343.00,147.00,7.00,2,0.40,4,43.00,38.00
0.79,637.00,343.00,147.00,7.00,3,0.40,4,42.00,48.00
0.79,637.00,343.00,147.00,7.00,4,0.40,4,41.00,46.00
0.79,637.00,343.00,147.00,7.00,5,0.40,4,43.00,40.00
0.76,661.50,416.50,122.50,7.00,2,0.40,4,41.00,40.00
0.76,661.50,416.50,122.50,7.00,3,0.40,4,40.00,40.00
0.76,661.50,416.50,122.50,7.00,4,0.40,4,41.00,40.00
0.76,661.50,416.50,122.50,7.00,5,0.40,4,40.00,41.00
0.74,686.00,245.00,220.50,3.50,2,0.40,4,14.00,17.00
0.74,686.00,245.00,220.50,3.50,3,0.40,4,14.00,17.00
0.74,686.00,245.00,220.50,3.50,4,0.40,4,14.00,17.00
0.74,686.00,245.00,220.50,3.50,5,0.40,4,14.00,17.00
0.71,710.50,269.50,220.50,3.50,2,0.40,4,15.00,17.00
0.71,710.50,269.50,220.50,3.50,3,0.40,4,15.00,17.00
0.71,710.50,269.50,220.50,3.50,4,0.40,4,14.00,17.00
0.71,710.50,269.50,220.50,3.50,5,0.40,4,15.00,18.00
0.69,735.00,294.00,220.50,3.50,2,0.40,4,15.00,17.00
0.69,735.00,294.00,220.50,3.50,3,0.40,4,15.00,17.00
0.69,735.00,294.00,220.50,3.50,4,0.40,4,15.00,17.00
0.69,735.00,294.00,220.50,3.50,5,0.40,4,15.00,17.00
0.66,759.50,318.50,220.50,3.50,2,0.40,4,15.00,18.00
0.66,759.50,318.50,220.50,3.50,3,0.40,4,15.00,18.00
0.66,759.50,318.50,220.50,3.50,4,0.40,4,15.00,18.00
0.66,759.50,318.50,220.50,3.50,5,0.40,4,15.00,18.00
0.64,784.00,343.00,220.50,3.50,2,0.40,4,19.00,22.00
0.64,784.00,343.00,220.50,3.50,3,0.40,4,19.00,22.00
0.64,784.00,343.00,220.50,3.50,4,0.40,4,19.00,22.00
0.64,784.00,343.00,220.50,3.50,5,0.40,4,19.00,22.00
0.62,808.50,367.50,220.50,3.50,2,0.40,4,16.00,17.00
0.62,808.50,367.50,220.50,3.50,3,0.40,4,17.00,17.00
0.62,808.50,367.50,220.50,3.50,4,0.40,4,17.00,17.00
0.62,808.50,367.50,220.50,3.50,5,0.40,4,17.00,17.00
0.98,514.50,294.00,110.25,7.00,2,0.40,5,33.00,33.00
0.98,514.50,294.00,110.25,7.00,3,0.40,5,33.00,33.00
0.98,514.50,294.00,110.25,7.00,4,0.40,5,32.00,34.00
0.98,514.50,294.00,110.25,7.00,5,0.40,5,33.00,34.00
0.90,563.50,318.50,122.50,7.00,2,0.40,5,36.00,34.00
0.90,563.50,318.50,122.50,7.00,3,0.40,5,35.00,33.00
0.90,563.50,318.50,122.50,7.00,4,0.40,5,35.00,39.00
0.90,563.50,318.50,122.50,7.00,5,0.40,5,35.00,37.00
0.86,588.00,294.00,147.00,7.00,2,0.40,5,32.00,30.00
0.86,588.00,294.00,147.00,7.00,3,0.40,5,32.00,31.00
0.86,588.00,294.00,147.00,7.00,4,0.40,5,31.00,36.00
0.86,588.00,294.00,147.00,7.00,5,0.40,5,32.00,36.00
0.82,612.50,318.50,147.00,7.00,2,0.40,5,30.00,30.00
0.82,612.50,318.50,147.00,7.00,3,0.40,5,30.00,30.00
0.82,612.50,318.50,147.00,7.00,4,0.40,5,29.00,34.00
0.82,612.50,318.50,147.00,7.00,5,0.40,5,30.00,33.00
0.79,637.00,343.00,147.00,7.00,2,0.40,5,42.00,39.00
0.79,637.00,343.00,147.00,7.00,3,0.40,5,42.00,38.00
0.79,637.00,343.00,147.00,7.00,4,0.40,5,41.00,47.00
0.79,637.00,343.00,147.00,7.00,5,0.40,5,41.00,45.00
0.76,661.50,416.50,122.50,7.00,2,0.40,5,39.00,39.00
0.76,661.50,416.50,122.50,7.00,3,0.40,5,40.00,40.00
0.76,661.50,416.50,122.50,7.00,4,0.40,5,39.00,38.00
0.76,661.50,416.50,122.50,7.00,5,0.40,5,40.00,38.00
0.74,686.00,245.00,220.50,3.50,2,0.40,5,14.00,17.00
0.74,686.00,245.00,220.50,3.50,3,0.40,5,14.00,17.00
0.74,686.00,245.00,220.50,3.50,4,0.40,5,14.00,17.00
0.74,686.00,245.00,220.50,3.50,5,0.40,5,14.00,17.00
0.71,710.50,269.50,220.50,3.50,2,0.40,5,12.00,16.00
0.71,710.50,269.50,220.50,3.50,3,0.40,5,13.00,15.00
0.71,710.50,269.50,220.50,3.50,4,0.40,5,13.00,15.00
0.71,710.50,269.50,220.50,3.50,5,0.40,5,12.00,15.00
0.69,735.00,294.00,220.50,3.50,2,0.40,5,14.00,17.00
0.69,735.00,294.00,220.50,3.50,3,0.40,5,14.00,16.00
0.69,735.00,294.00,220.50,3.50,4,0.40,5,14.00,17.00
0.69,735.00,294.00,220.50,3.50,5,0.40,5,14.00,17.00
0.66,759.50,318.50,220.50,3.50,2,0.40,5,15.00,18.00
0.66,759.50,318.50,220.50,3.50,3,0.40,5,15.00,18.00
0.66,759.50,318.50,220.50,3.50,4,0.40,5,15.00,18.00
0.66,759.50,318.50,220.50,3.50,5,0.40,5,15.00,18.00
0.64,784.00,343.00,220.50,3.50,2,0.40,5,18.00,21.00
0.64,784.00,343.00,220.50,3.50,3,0.40,5,18.00,20.00
0.64,784.00,343.00,220.50,3.50,4,0.40,5,18.00,21.00
0.64,784.00,343.00,220.50,3.50,5,0.40,5,18.00,21.00
0.62,808.50,367.50,220.50,3.50,2,0.40,5,17.00,17.00
0.62,808.50,367.50,220.50,3.50,3,0.40,5,16.00,17.00
0.62,808.50,367.50,220.50,3.50,4,0.40,5,16.00,17.00
0.62,808.50,367.50,220.50,3.50,5,0.40,5,17.00,16.00
